id,headline,text_raw,text_normalized,sentiment,sentiment_numerical
929673,"Oft genug wird Israel, in den Foren von derstandard.at, vorgehalten, daß in den umstrittenen Gebieten Militärrecht angewendet würde. Ich gehe davon aus, daß man den Gesetzesvorschlag von Frau Shaket nun entsprechend verdrehen wird","Oft genug wird Israel, in den Foren von derstandard.at, vorgehalten, daß in den umstrittenen Gebieten Militärrecht angewendet würde. Ich gehe davon aus, daß man den Gesetzesvorschlag von Frau Shaket nun entsprechend verdrehen wird und Israel nun die Annexion vorwirft. Ich fände da ehrlich gesagt auch nichts dabei. Eine solche Maßnahme wäre nur ehrlich.

Ayelet Shaket schlägt mit diesem Gesetz zwei Fliegen mit einer Klappe und ihr Vorgehen könnte den Weg zur Zweistaatenlösung ebnen, weil sie so die Araber dazu zwingt endlich konstruktiv zu verhandeln.

Nachdem die Araber Verhandlungen stehts torpediert haben, sollte Israel nun erst mal annektieren und dann wieder Verhandlungen anbieten. Ich wette, daß Abu Mazen und seine T*************** dann nicht mehr nur Forderungen präsentieren, sondern flexibler werden und daß man bei Verhandlungen dann endlich Fortschritte erzielen kann.","oft genug wird israel , in den foren von derstandard . at , vorgehalten , daß in den umstrittenen gebieten militärrecht angewendet würde . ich gehe davon aus , daß man den gesetzesvorschlag von frau shaket nun entsprechend verdrehen wird und israel nun die annexion vorwirft . ich fände da ehrlich gesagt auch nichts dabei . eine solche maßnahme wäre nur ehrlich . ayelet shaket schlägt mit diesem gesetz zwei fliegen mit einer klappe und ihr vorgehen könnte den weg zur zweistaatenlösung ebnen , weil sie so die araber dazu zwingt endlich konstruktiv zu verhandeln . nachdem die araber verhandlungen stehts torpediert haben , sollte israel nun erst mal annektieren und dann wieder verhandlungen anbieten . ich wette , daß abu mazen und seine t * dann nicht mehr nur forderungen präsentieren , sondern flexibler werden und daß man bei verhandlungen dann endlich fortschritte erzielen kann .",SentimentNegative,0
929674,"Im Falle einer Annexion würde Israel diesen Arabern die Israelische Staatsbürgerschaft anbieten. Das geschah auch, als Israel im Jahr 1980 den Osten Jerusalems Annektierte.","Im Falle einer Annexion würde Israel diesen Arabern die Israelische Staatsbürgerschaft anbieten. Das geschah auch, als Israel im Jahr 1980 den Osten Jerusalems Annektierte. Es steht den Menschen dann frei, dieses Angebot anzunehmen oder abzulehnen.","im falle einer annexion würde israel diesen arabern die israelische staatsbürgerschaft anbieten . das geschah auch , als israel im jahr 1980 den osten jerusalems annektierte . es steht den menschen dann frei , dieses angebot anzunehmen oder abzulehnen .",SentimentNeutral,1
929675,"Solche Wahlen wären längst Überfällig. Abu Mazen hat 's letzte Mal vor gut 10 Jahren wählen lassen. Seither regiert er autokratisch und läßt foltern und einkerkern. Siehe: ""Human rights in the State of Palestine"" (Wikipedia)","Solche Wahlen wären längst Überfällig. Abu Mazen hat 's letzte Mal vor gut 10 Jahren wählen lassen. Seither regiert er autokratisch und läßt foltern und einkerkern. Siehe: ""Human rights in the State of Palestine"" (Wikipedia) https://en.wikipedia.org/wiki/Human_rights_in_the_State_of_Palestine

""U.S., Europe Fund Torture by Palestinian Authority"" (Gatestone Institute)
http://www.gatestoneinstitute.org/7509/palestinians-torture-funding

""Torture in Palestinian detention centers exposed by Palestinian human rights organization""
http://www.palwatch.org/main.aspx?fi=157&doc_id=17087

Und die Menschenrechtsorganisation Al-Haq berichtet:
""TORTURING EACH OTHER: The Widespread Practices of Arbitrary Detention and  Torture in the Palestinian Territory""
http://www.alhaq.org/attachments/article/188/Al-Haq%20-%20Torturing%20Each%20Other%20-%20Executive%20Summary%20[English].pdf
Der Bericht ist zwar von 2008, aber seither wurde es nur stetig schlimmer.","solche wahlen wären längst überfällig . abu mazen hat ' s letzte mal vor gut 10 jahren wählen lassen . seither regiert er autokratisch und läßt foltern und einkerkern . siehe :  human rights in the state of palestine  ( wikipedia ) URL  u . s . , europe fund torture by palestinian authority  ( gatestone institute ) URL  torture in palestinian detention centers exposed by palestinian human rights organization  URL und die menschenrechtsorganisation al-haq berichtet :  torturing each other : the widespread practices of arbitrary detention and torture in the palestinian territory  URL[english] . pdf der bericht ist zwar von 2008 , aber seither wurde es nur stetig schlimmer .",SentimentNegative,0
929676,Wovon reden Sie,"Wovon reden Sie Sie stellen hier doch falsche Beahauptungen auf, nicht die Israel Kritiker","wovon reden sie sie stellen hier doch falsche beahauptungen auf , nicht die israel kritiker",SentimentNegative,0
929677,An den Rotstricken kann man gut sehen wer hier nichts von internationalem Recht hält,An den Rotstricken kann man gut sehen wer hier nichts von internationalem Recht hält Menschenverachtendet Abschaum!,an den rotstricken kann man gut sehen wer hier nichts von internationalem recht hält menschenverachtendet abschaum !,SentimentNegative,0
929678,,"weil sie maximal bürger zweiter klasse werden dürfen  - so sieht die traurige realität aus.
es gibt halt leute, die die realität gerne ausblenden ...","weil sie maximal bürger zweiter klasse werden dürfen - so sieht die traurige realität aus . es gibt halt leute , die die realität gerne ausblenden .",SentimentNegative,0
929679,"Yedioth Ahronoth ist nur deshalb die meistverkaufte Tageszeitung, weil man sie kaufen muß. Israel Hayom hat dagegen die stärkste Auflage (wird von Links bis auf's Blut bekämpft). Haaretz wird in Israel als ""extrem links"" angesehen.","Yedioth Ahronoth ist nur deshalb die meistverkaufte Tageszeitung, weil man sie kaufen muß. Israel Hayom hat dagegen die stärkste Auflage (wird von Links bis auf's Blut bekämpft). Haaretz wird in Israel als ""extrem links"" angesehen. Sehr sehr viele lesen dagegen walla.co.il walla ist sehr oft am schnellsten.

Den besten Journalismus gibt's dagegen bei der Jerusalem Post. (Die Web-Seite ist allerdings ätzend)","yedioth ahronoth ist nur deshalb die meistverkaufte tageszeitung , weil man sie kaufen muß . israel hayom hat dagegen die stärkste auflage ( wird von links bis auf ' s blut bekämpft ) . haaretz wird in israel als  extrem links  angesehen . sehr sehr viele lesen dagegen walla . co . il walla ist sehr oft am schnellsten . den besten journalismus gibt ' s dagegen bei der jerusalem post . ( die web-seite ist allerdings ätzend )",SentimentNegative,0
929680,"Wieso schießen die Palästinenser ihre Raketen eigentlich immer in Richtung des Israels, das den Juden unbestritten gehört","Wieso schießen die Palästinenser ihre Raketen eigentlich immer in Richtung des Israels, das den Juden unbestritten gehört und nicht in die sog. ""Siedlungen"" auf ihrem eigenen Gebiet?

Das wäre weit näher, also leichter zu treffen und mittel- bis langfristig weit zielführender.","wieso schießen die palästinenser ihre raketen eigentlich immer in richtung des israels , das den juden unbestritten gehört und nicht in die sog .  siedlungen  auf ihrem eigenen gebiet ? das wäre weit näher , also leichter zu treffen und mittel- bis langfristig weit zielführender .",SentimentNegative,0
929681,Die Israelis benehmen sich wie Herrenmenschen - wie zynisch!,Die Israelis benehmen sich wie Herrenmenschen - wie zynisch! None,die israelis benehmen sich wie herrenmenschen - wie zynisch ! none,SentimentNegative,0
929682,,"Ja da könnte man denken die hamas und die Netanyahus arbeiten hand in hand zusammen, ohne die Hamas kann Israel sich nicht ausbreiten und ohne die israelis hat Hamas keine rückendeckung in Gaza.","ja da könnte man denken die hamas und die netanyahus arbeiten hand in hand zusammen , ohne die hamas kann israel sich nicht ausbreiten und ohne die israelis hat hamas keine rückendeckung in gaza .",SentimentNegative,0
929683,,"also Netanyahu hat doch klar und deutlich oft genug gesagt das unter seine Regierung es keinen 2 Staatslösung geben wird, und das bedeutet das es eben nur ein Staat geben kann Israel .

es wurde höchste zeit das Israel endlich kurzen prozess macht damit endlich ruhe einkehrt, die paar messerstecher werden halt erschossen die sich dagegen wehren, sind sowieso Terroristen.","also netanyahu hat doch klar und deutlich oft genug gesagt das unter seine regierung es keinen 2 staatslösung geben wird , und das bedeutet das es eben nur ein staat geben kann israel . es wurde höchste zeit das israel endlich kurzen prozess macht damit endlich ruhe einkehrt , die paar messerstecher werden halt erschossen die sich dagegen wehren , sind sowieso terroristen .",SentimentNegative,0
929684,,"also so ähnlich wie Putin es in Krim gemacht hat.

intressanter sichtweise.",also so ähnlich wie putin es in krim gemacht hat . intressanter sichtweise .,SentimentNeutral,1
929685,,"In einer Demokratie kann es schon passieren dass jemand 

und schon habe ich nicht mehr Weiter lesen wollen.",in einer demokratie kann es schon passieren dass jemand und schon habe ich nicht mehr weiter lesen wollen .,SentimentNegative,0
929686,,"für die einen ein Traum, für die anderen ein Alptraum in diesen Alptraum Land.","für die einen ein traum , für die anderen ein alptraum in diesen alptraum land .",SentimentNegative,0
929687,"Das wäre weit näher, also leichter zu treffen und mittel- bis langfristig weit zielführender","Das wäre weit näher, also leichter zu treffen und mittel- bis langfristig weit zielführender von gaza aus in siedlungen auf der west bank?

na, ich weiß nicht...","das wäre weit näher , also leichter zu treffen und mittel- bis langfristig weit zielführender von gaza aus in siedlungen auf der west bank ? na , ich weiß nicht .",SentimentNegative,0
929688,Im Falle einer Annexion würde Israel diesen Arabern die Israelische Staatsbürgerschaft anbieten,"Im Falle einer Annexion würde Israel diesen Arabern die Israelische Staatsbürgerschaft anbieten genau deshalb gibts ja auch keine annexion, sondern weiter die besatzung

nichts fürchtet israel mehr als arabische staatsbürger","im falle einer annexion würde israel diesen arabern die israelische staatsbürgerschaft anbieten genau deshalb gibts ja auch keine annexion , sondern weiter die besatzung nichts fürchtet israel mehr als arabische staatsbürger",SentimentNegative,0
929689,Unbestritten ist relativ,Unbestritten ist relativ Wer erzählt ihnen den sowas?,unbestritten ist relativ wer erzählt ihnen den sowas ?,SentimentNeutral,1
929690,"In einer Demokratie kann es schon passieren dass jemand ein Gesetz fordert, und dann wird es beschlossen oder eben nicht","In einer Demokratie kann es schon passieren dass jemand ein Gesetz fordert, und dann wird es beschlossen oder eben nicht und welche gesetze von wem gefordert werden, wirft halt schon ein licht auf diese ""demokratie""

sie können wieder aufhören zu hyperventilieren","in einer demokratie kann es schon passieren dass jemand ein gesetz fordert , und dann wird es beschlossen oder eben nicht und welche gesetze von wem gefordert werden , wirft halt schon ein licht auf diese  demokratie  sie können wieder aufhören zu hyperventilieren",SentimentNegative,0
929691,"Apardheit darf man auch nicht sagen, obwohl es richtig und treffend ist","Apardheit darf man auch nicht sagen, obwohl es richtig und treffend ist None","apardheit darf man auch nicht sagen , obwohl es richtig und treffend ist none",SentimentNegative,0
929692,Dann wollen die Siedler also Palästinenser werden?,Dann wollen die Siedler also Palästinenser werden? None,dann wollen die siedler also palästinenser werden ? none,SentimentNeutral,1
929693,Es steht auch jedem frei Israel nicht anzuerkennen!,Es steht auch jedem frei Israel nicht anzuerkennen! None,es steht auch jedem frei israel nicht anzuerkennen ! none,SentimentNegative,0
929694,Sie sind doch derjenige der hier falsche Behauptungen aufstellt,Sie sind doch derjenige der hier falsche Behauptungen aufstellt None,sie sind doch derjenige der hier falsche behauptungen aufstellt none,SentimentNegative,0
929695,qed,qed None,qed none,SentimentNeutral,1
929696,"Sonst geht es Ihnen aber gut, oder?","Sonst geht es Ihnen aber gut, oder? None","sonst geht es ihnen aber gut , oder ? none",SentimentNegative,0
929697,"Zusammenhang zum Artikel = 0,00","Zusammenhang zum Artikel = 0,00 None","zusammenhang zum artikel = 0 , 00 none",SentimentNegative,0
929698,"was spricht dagegen,","was spricht dagegen, dass in einem palästinensischen Staat auch Israelis oder Nicht-Muslime leben? Es leben ja auch Araber in Israel.","was spricht dagegen , dass in einem palästinensischen staat auch israelis oder nicht-muslime leben ? es leben ja auch araber in israel .",SentimentNeutral,1
929699,"""Haaretz wird in Israel als ""extrem links"" angesehen.""","""Haaretz wird in Israel als ""extrem links"" angesehen."" Jupp, und diese Tatsache verdeutlicht, wie weit rechts die Allgemeinheit in Israel steht."," haaretz wird in israel als  extrem links  angesehen .  jupp , und diese tatsache verdeutlicht , wie weit rechts die allgemeinheit in israel steht .",SentimentNegative,0
929700,Sinn?,Sinn? None,sinn ? none,SentimentNeutral,1
929701,Illegale Einwanderung spricht dagegen,"Illegale Einwanderung spricht dagegen Oder wenn man von Personen spricht, die rechtsradikalen illegalen Siedler selbst.


Warum sollten Israelis in Palästina leben dürfen?

Warum sollten Palästinenser kein Rückkehrrecht in Ihr Land bekommen, welches von Israelis gestohlen wurde?`


Die Nakba hat wiedergut gemacht zu werden, ich schätze jedoch das Sie davon nichts wissen wollen, was alles über Sie aussagen würde.
Diese hat auch nichts mit den arabischen Angriffen zu tun, außer das dies ein Auslößer war!","illegale einwanderung spricht dagegen oder wenn man von personen spricht , die rechtsradikalen illegalen siedler selbst . warum sollten israelis in palästina leben dürfen ? warum sollten palästinenser kein rückkehrrecht in ihr land bekommen , welches von israelis gestohlen wurde ? ` die nakba hat wiedergut gemacht zu werden , ich schätze jedoch das sie davon nichts wissen wollen , was alles über sie aussagen würde . diese hat auch nichts mit den arabischen angriffen zu tun , außer das dies ein auslößer war !",SentimentNegative,0
